transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000325,card_00431,2026-01-23T15:40:31Z,52.28,restaurant,IN,False,False
txn_0000326,card_00047,2026-01-16T17:14:08Z,14.14,fuel,AE,True,False
txn_0000327,card_00121,2026-01-03T15:27:15Z,66.26,entertainment,DE,True,False
txn_0000328,card_00500,2026-01-26T23:19:05Z,126.37,grocery,DE,False,False
txn_0000329,card_00290,2026-01-09T15:22:16Z,171.41,travel,AE,False,False
txn_0000330,card_00566,2026-01-07T19:28:51Z,232.0,pharmacy,US,False,False
txn_0000331,card_00033,2026-01-28T22:35:10Z,122.03,travel,IN,True,False
txn_0000332,card_00526,2026-01-01T17:24:49Z,165.46,electronics,DE,True,False
txn_0000333,card_00247,2026-01-22T20:46:34Z,39.13,entertainment,DE,True,False
txn_0000334,card_00706,2026-01-07T01:33:51Z,740.36,atm_withdrawal,AE,True,True
txn_0000335,card_00594,2026-01-23T04:16:13Z,13.26,travel,DE,False,False
txn_0000336,card_00614,2026-01-16T05:49:00Z,47.4,online_retail,IN,False,False
txn_0000337,card_00858,2026-01-05T14:13:58Z,20.62,restaurant,GB,True,False
txn_0000338,card_00020,2026-01-25T13:17:57Z,216.77,pharmacy,GB,True,False
txn_0000339,card_00137,2026-01-06T19:37:36Z,150.19,electronics,GB,False,False
txn_0000340,card_00472,2026-01-11T02:24:30Z,14.4,grocery,US,False,False
txn_0000341,card_00181,2026-01-01T03:28:39Z,170.49,grocery,DE,False,False
txn_0000342,card_00147,2026-01-12T17:58:42Z,181.33,entertainment,DE,True,False
txn_0000343,card_00681,2026-01-27T05:41:57Z,358.94,entertainment,DE,False,False
txn_0000344,card_00890,2026-01-06T07:32:40Z,69.19,grocery,DE,True,False
txn_0000345,card_00252,2026-01-03T21:29:19Z,97.77,pharmacy,DE,True,False
txn_0000346,card_00449,2026-01-19T23:01:31Z,81.67,online_retail,IN,False,False
txn_0000347,card_00604,2026-01-16T10:07:57Z,62.16,entertainment,SG,False,False
txn_0000348,card_00542,2026-01-07T03:51:20Z,34.13,grocery,DE,True,False
txn_0000349,card_00767,2026-01-21T17:10:14Z,145.89,electronics,AE,False,False
txn_0000350,card_00151,2026-01-17T06:11:46Z,147.84,restaurant,IN,True,False
txn_0000351,card_00484,2026-01-13T02:20:45Z,35.14,fuel,SG,False,False
txn_0000352,card_00201,2026-01-17T07:53:46Z,37.87,atm_withdrawal,DE,True,False
txn_0000353,card_00058,2026-01-04T18:30:13Z,11.64,online_retail,US,True,False
txn_0000354,card_00369,2026-01-15T23:52:28Z,37.99,grocery,IN,False,False
txn_0000355,card_00755,2026-01-18T13:54:23Z,22.83,fuel,US,True,False
txn_0000356,card_00192,2026-01-09T07:10:43Z,635.92,entertainment,GB,False,True
txn_0000357,card_00331,2026-01-18T18:22:55Z,138.68,grocery,SG,True,False
txn_0000358,card_00493,2026-01-09T13:30:07Z,88.52,entertainment,AE,False,False
txn_0000359,card_00611,2026-01-13T12:21:54Z,34.13,atm_withdrawal,IN,True,False
txn_0000360,card_00593,2026-01-25T06:16:49Z,102.03,utilities,AE,False,False
txn_0000361,card_00765,2026-01-07T14:49:45Z,93.49,entertainment,IN,False,False
txn_0000362,card_00175,2026-01-19T16:58:34Z,115.46,atm_withdrawal,DE,False,False
txn_0000363,card_00126,2026-01-25T23:41:56Z,209.64,grocery,US,False,True
txn_0000364,card_00496,2026-01-12T04:25:16Z,105.65,pharmacy,GB,False,False
txn_0000365,card_00573,2026-01-07T12:52:54Z,65.75,travel,US,False,False
txn_0000366,card_00782,2026-01-17T22:43:24Z,29.7,grocery,AE,True,False
txn_0000367,card_00418,2026-01-27T17:27:10Z,214.97,fuel,IN,False,False
txn_0000368,card_00461,2026-01-01T05:09:11Z,71.49,restaurant,AE,True,False
txn_0000369,card_00721,2026-01-06T18:48:59Z,43.19,travel,DE,False,False
txn_0000370,card_00637,2026-01-05T03:09:20Z,339.81,utilities,AE,False,True
txn_0000371,card_00294,2026-01-14T02:19:40Z,117.27,atm_withdrawal,DE,True,False
txn_0000372,card_00500,2026-01-26T09:49:45Z,17.81,entertainment,AE,True,False
txn_0000373,card_00567,2026-01-12T07:21:28Z,304.06,utilities,DE,True,False
txn_0000374,card_00784,2026-01-07T05:56:42Z,99.62,utilities,AE,False,False
txn_0000375,card_00567,2026-01-08T21:05:50Z,68.35,fuel,GB,False,False
txn_0000376,card_00745,2026-01-23T12:00:35Z,56.77,entertainment,DE,True,False
txn_0000377,card_00106,2026-01-25T01:56:18Z,161.96,entertainment,GB,True,False
txn_0000378,card_00626,2026-01-23T16:31:45Z,411.1,electronics,US,True,False
txn_0000379,card_00121,2026-01-10T13:17:28Z,13.01,fuel,IN,False,False
txn_0000380,card_00843,2026-01-29T22:17:11Z,56.28,restaurant,AE,True,False
txn_0000381,card_00660,2026-01-13T15:25:55Z,38.61,entertainment,AE,True,False
txn_0000382,card_00086,2026-01-25T08:51:45Z,787.86,online_retail,SG,True,False
txn_0000383,card_00429,2026-01-04T18:49:55Z,21.28,grocery,GB,True,False
txn_0000384,card_00203,2026-01-29T11:43:40Z,57.5,grocery,AE,False,False
txn_0000385,card_00414,2026-01-20T21:37:54Z,21.26,fuel,AE,True,False
txn_0000386,card_00692,2026-01-09T04:16:23Z,78.17,utilities,IN,False,False
txn_0000387,card_00396,2026-01-06T20:13:41Z,6.41,entertainment,GB,True,False
txn_0000388,card_00173,2026-01-30T11:44:15Z,53.22,restaurant,DE,True,False
txn_0000389,card_00537,2026-01-24T16:07:57Z,78.89,fuel,IN,True,False
txn_0000390,card_00180,2026-01-24T10:48:23Z,57.81,restaurant,AE,False,False
txn_0000391,card_00035,2026-01-14T00:05:31Z,343.57,grocery,AE,True,False
txn_0000392,card_00004,2026-01-17T09:33:52Z,40.05,entertainment,US,True,False
txn_0000393,card_00756,2026-01-27T22:34:34Z,30.13,pharmacy,US,False,False
txn_0000394,card_00650,2026-01-22T18:10:51Z,43.0,pharmacy,GB,True,False
txn_0000395,card_00365,2026-01-22T15:44:29Z,186.46,utilities,DE,False,False
txn_0000396,card_00498,2026-01-18T18:15:39Z,32.57,grocery,SG,False,False
txn_0000397,card_00161,2026-01-05T06:46:38Z,35.84,atm_withdrawal,SG,False,False
txn_0000398,card_00065,2026-01-07T19:37:42Z,107.24,atm_withdrawal,IN,True,False
txn_0000399,card_00204,2026-01-29T14:48:29Z,37.19,utilities,GB,True,False
txn_0000400,card_00097,2026-01-23T06:08:53Z,21.81,fuel,AE,False,False
txn_0000401,card_00081,2026-01-15T09:14:41Z,8.38,entertainment,SG,False,False
txn_0000402,card_00813,2026-01-21T18:18:17Z,79.92,atm_withdrawal,AE,False,False
txn_0000403,card_00070,2026-01-11T09:51:35Z,280.54,utilities,SG,False,False
txn_0000404,card_00524,2026-01-07T02:56:27Z,51.98,utilities,US,False,False
txn_0000405,card_00032,2026-01-02T10:58:23Z,166.34,fuel,US,False,False
txn_0000406,card_00185,2026-01-20T08:13:34Z,85.01,online_retail,US,False,False
txn_0000407,card_00758,2026-01-21T04:10:39Z,40.39,fuel,US,True,False
txn_0000408,card_00609,2026-01-30T19:50:29Z,21.88,pharmacy,IN,True,False
txn_0000409,card_00678,2026-01-28T07:15:05Z,33.81,fuel,GB,False,False
txn_0000410,card_00436,2026-01-11T05:55:42Z,31.84,grocery,AE,True,False
txn_0000411,card_00148,2026-01-29T04:05:22Z,344.77,restaurant,AE,True,False
txn_0000412,card_00058,2026-01-14T18:42:13Z,121.89,pharmacy,GB,False,False
txn_0000413,card_00240,2026-01-12T10:26:23Z,191.31,fuel,GB,False,False
txn_0000414,card_00792,2026-01-08T06:31:20Z,14.2,travel,SG,False,False
txn_0000415,card_00764,2026-01-21T00:24:11Z,65.34,utilities,GB,True,False
txn_0000416,card_00499,2026-01-22T07:11:58Z,44.53,atm_withdrawal,DE,False,False
txn_0000417,card_00246,2026-01-12T23:29:46Z,261.46,fuel,DE,True,False
txn_0000418,card_00360,2026-01-11T00:04:03Z,7.87,atm_withdrawal,US,True,False
txn_0000419,card_00312,2026-01-01T20:18:18Z,236.89,pharmacy,DE,False,False
txn_0000420,card_00280,2026-01-06T06:35:05Z,9.49,entertainment,DE,True,False
txn_0000421,card_00401,2026-01-22T00:10:12Z,19.33,grocery,GB,False,False
txn_0000422,card_00470,2026-01-18T18:36:57Z,73.65,fuel,DE,True,False
txn_0000423,card_00890,2026-01-06T06:14:37Z,500.83,travel,DE,True,False
txn_0000424,card_00384,2026-01-01T06:07:16Z,29.36,pharmacy,US,False,False
txn_0000425,card_00423,2026-01-16T10:15:58Z,26.08,travel,DE,False,False
txn_0000426,card_00870,2026-01-26T15:05:56Z,201.59,entertainment,DE,True,False
txn_0000427,card_00353,2026-01-24T20:43:47Z,44.69,fuel,IN,True,False
txn_0000428,card_00571,2026-01-04T03:41:48Z,25.15,pharmacy,SG,False,False
txn_0000429,card_00809,2026-01-07T12:14:30Z,182.6,atm_withdrawal,DE,False,True
txn_0000430,card_00502,2026-01-05T16:13:12Z,56.93,atm_withdrawal,GB,False,False
txn_0000431,card_00131,2026-01-26T16:35:03Z,45.96,travel,AE,True,False
txn_0000432,card_00730,2026-01-12T23:38:59Z,7.18,utilities,US,True,False
txn_0000433,card_00862,2026-01-21T03:18:46Z,155.82,entertainment,AE,False,False
txn_0000434,card_00715,2026-01-28T18:09:15Z,162.24,fuel,GB,True,False
txn_0000435,card_00813,2026-01-19T22:03:42Z,21.05,grocery,SG,False,False
txn_0000436,card_00455,2026-01-04T01:48:22Z,25.05,restaurant,IN,True,False
txn_0000437,card_00387,2026-01-24T20:55:40Z,173.55,restaurant,US,True,True
txn_0000438,card_00144,2026-01-08T21:36:52Z,25.28,pharmacy,US,True,False
txn_0000439,card_00245,2026-01-24T09:32:55Z,112.54,entertainment,DE,False,False
txn_0000440,card_00494,2026-01-18T21:06:22Z,43.34,pharmacy,GB,False,False
txn_0000441,card_00572,2026-01-12T08:35:43Z,650.54,grocery,DE,False,False
txn_0000442,card_00817,2026-01-10T01:46:26Z,7.16,fuel,SG,False,False
txn_0000443,card_00819,2026-01-27T17:36:11Z,89.51,restaurant,SG,True,False
txn_0000444,card_00471,2026-01-15T16:35:26Z,24.93,pharmacy,US,False,False
txn_0000445,card_00209,2026-01-18T05:47:55Z,67.66,grocery,SG,False,False
txn_0000446,card_00047,2026-01-13T05:38:19Z,24.3,fuel,DE,False,False
txn_0000447,card_00135,2026-01-26T21:41:31Z,72.7,restaurant,IN,True,False
txn_0000448,card_00075,2026-01-29T19:41:55Z,30.05,restaurant,AE,True,False
txn_0000449,card_00654,2026-01-19T06:37:51Z,123.04,atm_withdrawal,AE,True,False
txn_0000450,card_00485,2026-01-08T06:53:16Z,496.77,travel,GB,True,False
txn_0000451,card_00846,2026-01-30T20:40:02Z,319.84,restaurant,DE,True,False
txn_0000452,card_00250,2026-01-02T08:29:00Z,86.43,utilities,AE,False,False
txn_0000453,card_00166,2026-01-16T06:14:54Z,40.33,pharmacy,US,False,False
txn_0000454,card_00688,2026-01-03T01:07:50Z,35.03,utilities,AE,True,False
txn_0000455,card_00215,2026-01-24T07:00:39Z,170.83,travel,AE,False,False
txn_0000456,card_00543,2026-01-03T10:18:04Z,27.37,restaurant,DE,True,False
txn_0000457,card_00327,2026-01-01T13:41:02Z,14.29,travel,GB,True,False
txn_0000458,card_00261,2026-01-23T20:24:50Z,9.25,grocery,DE,True,False
txn_0000459,card_00253,2026-01-13T17:30:29Z,146.18,utilities,AE,True,False
txn_0000460,card_00865,2026-01-07T02:24:10Z,63.92,entertainment,US,True,False
txn_0000461,card_00042,2026-01-10T14:35:38Z,4.12,restaurant,AE,True,False
txn_0000462,card_00759,2026-01-29T19:25:48Z,129.89,utilities,DE,True,False
txn_0000463,card_00177,2026-01-02T05:19:06Z,33.36,grocery,US,False,False
txn_0000464,card_00767,2026-01-01T08:53:30Z,22.9,electronics,GB,True,False
txn_0000465,card_00688,2026-01-30T04:11:24Z,18.74,utilities,DE,False,False
txn_0000466,card_00215,2026-01-17T23:06:00Z,38.69,pharmacy,GB,True,False
txn_0000467,card_00768,2026-01-27T22:18:49Z,78.23,pharmacy,IN,False,False
txn_0000468,card_00148,2026-01-12T20:42:17Z,39.25,grocery,GB,False,False
txn_0000469,card_00342,2026-01-14T12:58:18Z,159.16,restaurant,IN,False,False
txn_0000470,card_00306,2026-01-09T04:22:56Z,94.45,grocery,GB,True,False
txn_0000471,card_00809,2026-01-05T02:30:38Z,98.08,entertainment,IN,False,False
txn_0000472,card_00551,2026-01-16T11:20:17Z,46.08,online_retail,SG,True,False
txn_0000473,card_00172,2026-01-21T17:05:45Z,205.99,pharmacy,SG,True,False
txn_0000474,card_00177,2026-01-22T13:10:40Z,90.44,restaurant,US,True,False
txn_0000475,card_00322,2026-01-15T21:09:20Z,452.78,travel,IN,False,False
txn_0000476,card_00223,2026-01-28T06:27:15Z,20.89,electronics,SG,True,False
txn_0000477,card_00591,2026-01-16T00:27:40Z,52.29,restaurant,AE,True,False
txn_0000478,card_00001,2026-01-24T16:25:40Z,24.07,utilities,IN,False,False
txn_0000479,card_00716,2026-01-22T07:14:21Z,60.75,travel,DE,False,False
txn_0000480,card_00724,2026-01-21T11:05:53Z,95.59,utilities,SG,True,True
txn_0000481,card_00088,2026-01-17T11:02:18Z,47.91,entertainment,GB,True,False
txn_0000482,card_00075,2026-01-13T16:07:24Z,197.93,fuel,US,True,False
txn_0000483,card_00854,2026-01-06T04:00:51Z,71.98,atm_withdrawal,DE,True,False
txn_0000484,card_00493,2026-01-03T22:18:41Z,16.16,entertainment,IN,True,False
txn_0000485,card_00566,2026-01-27T10:21:04Z,56.03,grocery,IN,True,False
txn_0000486,card_00297,2026-01-16T23:05:02Z,42.74,entertainment,GB,True,False
txn_0000487,card_00358,2026-01-02T07:11:28Z,214.75,fuel,SG,False,False
txn_0000488,card_00394,2026-01-22T13:42:57Z,11.89,grocery,GB,False,False
txn_0000489,card_00111,2026-01-09T23:22:03Z,212.79,utilities,IN,True,False
txn_0000490,card_00439,2026-01-01T17:53:50Z,110.27,travel,SG,False,False
txn_0000491,card_00287,2026-01-27T20:58:05Z,324.1,travel,GB,True,False
txn_0000492,card_00212,2026-01-12T08:22:52Z,75.44,utilities,GB,False,False
txn_0000493,card_00097,2026-01-29T04:40:14Z,10.59,pharmacy,SG,False,False
txn_0000494,card_00043,2026-01-02T06:50:47Z,22.84,fuel,DE,False,False
txn_0000495,card_00294,2026-01-17T13:24:07Z,37.98,fuel,GB,True,False
txn_0000496,card_00186,2026-01-11T19:23:54Z,54.69,restaurant,US,False,False
txn_0000497,card_00128,2026-01-29T07:22:01Z,112.23,grocery,US,False,False
txn_0000498,card_00782,2026-01-21T07:47:34Z,87.6,online_retail,US,False,False
txn_0000499,card_00662,2026-01-25T06:26:15Z,108.0,restaurant,DE,True,False
